continent,country,year,fertility,lifeExpectancy,mean_house_income,median_age_year,population
Africa,Gabon,2005,4.23,61.1,2520.0,19.0,1460000.0
Europe,United Kingdom,2005,1.76,79.3,16700.0,37.7,60400000.0
Europe,Georgia,2005,1.66,71.0,1880.0,33.5,3960000.0
Africa,Ghana,2005,4.49,60.0,1580.0,18.3,22500000.0
Africa,Guinea,2005,5.73,56.0,792.0,15.9,9140000.0
Africa,Gambia,2005,5.84,62.2,1250.0,15.9,1660000.0
Africa,Guinea-Bissau,2005,5.39,52.8,830.0,16.7,1380000.0
Africa,Equatorial Guinea,2005,5.56,61.1,3610.0,18.2,865000.0
Europe,Greece,2005,1.4,79.4,12300.0,38.8,11100000.0
North America,Grenada,2005,2.34,72.4,9180.0,24.6,110000.0
North America,Guatemala,2005,3.97,68.4,3950.0,17.5,13100000.0
South America,Guyana,2005,2.84,64.4,2600.0,22.0,760000.0
North America,Honduras,2005,3.45,70.9,2670.0,18.2,7560000.0
Europe,Croatia,2005,1.38,75.6,9910.0,39.3,4430000.0
North America,Haiti,2005,3.76,59.0,1260.0,19.2,9110000.0
Europe,Hungary,2005,1.3,73.1,6900.0,37.9,10100000.0
Asia,Indonesia,2005,2.51,68.3,1270.0,25.3,229000000.0
Asia,India,2005,2.97,65.4,1070.0,22.6,1150000000.0
Europe,Ireland,2005,1.98,79.1,17200.0,32.4,4120000.0
Asia,Iran,2005,1.83,73.5,6420.0,23.6,70200000.0
Asia,Iraq,2005,4.56,67.7,1890.0,17.5,28700000.0
Europe,Iceland,2005,2.07,81.6,17700.0,33.2,297000.0
Asia,Israel,2005,2.91,80.3,9990.0,27.7,6710000.0
Europe,Italy,2005,1.36,81.0,15500.0,40.8,58200000.0
North America,Jamaica,2005,2.36,77.4,4450.0,23.5,2680000.0
Asia,Jordan,2005,3.75,74.1,3530.0,19.4,5680000.0
Asia,Japan,2005,1.31,82.5,14300.0,42.4,128000000.0
Asia,Kazakhstan,2005,2.26,64.6,3450.0,27.7,15700000.0
Africa,Kenya,2005,4.84,56.5,1490.0,16.4,35800000.0
Asia,Kyrgyz Republic,2005,2.58,67.4,1420.0,21.8,5190000.0
Asia,Cambodia,2005,3.23,63.7,1420.0,20.0,13200000.0
Oceania,Kiribati,2005,3.91,57.7,1930.0,19.0,98200.0
Asia,South Korea,2005,1.17,78.8,12300.0,33.6,47900000.0
Asia,Kuwait,2005,2.5,78.7,23000.0,27.4,2240000.0
Asia,Lao,2005,3.62,61.7,1160.0,18.4,5850000.0
Asia,Lebanon,2005,1.75,75.4,6540.0,25.0,4640000.0
Africa,Liberia,2005,5.46,59.2,594.0,17.5,3270000.0
Africa,Libya,2005,2.49,76.8,13900.0,22.5,5840000.0
North America,St. Lucia,2005,1.68,74.3,1360.0,26.0,165000.0
Asia,Sri Lanka,2005,2.28,73.3,2380.0,27.8,19700000.0
Africa,Lesotho,2005,3.55,43.9,861.0,19.1,1980000.0
Europe,Lithuania,2005,1.32,71.3,5210.0,37.6,3370000.0
Europe,Luxembourg,2005,1.64,79.5,26600.0,37.2,465000.0
Europe,Latvia,2005,1.4,70.9,5300.0,38.9,2230000.0
Africa,Morocco,2005,2.59,70.8,2780.0,23.0,30400000.0
Europe,Moldova,2005,1.22,68.9,1710.0,32.0,4000000.0
Africa,Madagascar,2005,5.05,61.1,661.0,16.5,18800000.0
Asia,Maldives,2005,2.34,75.8,2110.0,20.4,307000.0
North America,Mexico,2005,2.5,75.0,3970.0,23.3,105000000.0
Europe,North Macedonia,2005,1.53,72.5,4390.0,32.9,2080000.0
Africa,Mali,2005,6.79,56.2,907.0,15.5,13200000.0
Europe,Malta,2005,1.4,80.0,14400.0,37.7,410000.0
Asia,Myanmar,2005,2.72,61.4,919.0,24.2,47700000.0
Europe,Montenegro,2005,1.84,73.8,4520.0,33.6,633000.0
Asia,Mongolia,2005,2.17,62.9,2390.0,22.7,2560000.0
Africa,Mozambique,2005,5.74,52.1,641.0,16.3,20200000.0
Africa,Mauritania,2005,5.18,65.8,1820.0,16.8,3010000.0
Africa,Mauritius,2005,1.82,73.2,3720.0,29.5,1260000.0
Africa,Malawi,2005,5.9,48.9,653.0,15.9,12800000.0
Asia,Malaysia,2005,2.29,74.1,7460.0,23.4,25900000.0
Africa,Namibia,2005,3.67,53.5,2640.0,18.4,1960000.0
Africa,Niger,2005,7.61,55.6,634.0,14.8,13900000.0
Africa,Nigeria,2005,5.99,56.6,869.0,17.0,140000000.0
North America,Nicaragua,2005,2.68,73.5,2390.0,19.5,5450000.0
Europe,Netherlands,2005,1.71,79.6,17100.0,38.1,16300000.0
Europe,Norway,2005,1.84,80.4,20300.0,36.9,4620000.0
Asia,Nepal,2005,3.29,67.7,1190.0,19.1,26300000.0
Oceania,New Zealand,2005,2.05,79.8,16700.0,34.5,4130000.0
Asia,Oman,2005,2.95,70.3,9640.0,21.4,2520000.0
Asia,Pakistan,2005,4.07,61.0,1340.0,17.9,174000000.0
North America,Panama,2005,2.65,78.2,4930.0,24.6,3310000.0
South America,Peru,2005,2.68,77.2,3270.0,23.1,28100000.0
Asia,Philippines,2005,3.5,70.3,2170.0,20.8,86300000.0
Oceania,Papua New Guinea,2005,4.26,62.2,1150.0,19.1,6500000.0
Europe,Poland,2005,1.3,75.2,5090.0,35.6,38600000.0
Asia,North Korea,2005,2.0,70.0,1180.0,31.3,24100000.0
Europe,Portugal,2005,1.42,78.8,9950.0,38.5,10500000.0
South America,Paraguay,2005,3.04,75.6,4310.0,20.4,5480000.0
Asia,Qatar,2005,2.57,72.3,15900.0,29.6,849000.0
Europe,Romania,2005,1.38,72.4,2460.0,35.8,21100000.0
Asia,Russia,2005,1.29,65.0,5670.0,36.4,144000000.0
Africa,Rwanda,2005,5.14,58.2,841.0,16.8,9030000.0
Asia,Saudi Arabia,2005,3.42,71.2,9860.0,23.2,24400000.0
Africa,Sudan,2005,5.14,65.5,1360.0,16.8,29500000.0
Africa,Senegal,2005,5.16,63.2,1120.0,16.9,11000000.0
Asia,Singapore,2005,1.26,81.3,20100.0,35.3,4340000.0
Oceania,Solomon Islands,2005,4.5,56.8,1130.0,17.8,482000.0
Africa,Sierra Leone,2005,5.86,53.3,846.0,16.9,5680000.0
North America,El Salvador,2005,2.53,73.6,3380.0,21.7,6040000.0
Africa,Somalia,2005,7.31,53.5,394.0,15.1,10500000.0
Europe,Serbia,2005,1.64,72.3,4060.0,39.7,7830000.0
Africa,South Sudan,2005,5.8,59.3,1000.0,15.7,7660000.0
Africa,Sao Tome and Principe,2005,5.02,66.7,1090.0,17.4,162000.0
South America,Suriname,2005,2.67,70.6,3050.0,24.7,516000.0
Europe,Slovak Republic,2005,1.25,74.5,6090.0,34.5,5380000.0
Europe,Slovenia,2005,1.31,78.1,11200.0,38.7,2000000.0
Europe,Sweden,2005,1.79,81.0,14800.0,39.2,9050000.0
Africa,Seychelles,2005,2.25,72.2,6460.0,27.3,85900.0
Asia,Syria,2005,3.56,74.4,2710.0,19.0,18600000.0
Africa,Chad,2005,7.07,53.7,825.0,14.7,10000000.0
Africa,Togo,2005,5.18,56.9,902.0,17.5,5710000.0
Asia,Thailand,2005,1.57,74.8,4080.0,32.3,65800000.0
Asia,Tajikistan,2005,3.5,67.5,1540.0,18.5,6930000.0
Asia,Turkmenistan,2005,2.65,65.8,1500.0,21.6,4890000.0
Asia,Timor-Leste,2005,6.79,67.7,939.0,17.2,969000.0
Oceania,Tonga,2005,4.14,72.0,3640.0,19.8,106000.0
North America,Trinidad and Tobago,2005,1.77,71.9,7270.0,28.2,1370000.0
Africa,Tunisia,2005,1.99,75.4,3040.0,25.7,10400000.0
Asia,Turkey,2005,2.27,76.8,4450.0,25.3,68700000.0
Africa,Tanzania,2005,5.64,56.5,715.0,16.4,39400000.0
Africa,Uganda,2005,6.58,53.9,956.0,13.8,27900000.0
Europe,Ukraine,2005,1.25,67.8,3590.0,37.9,46900000.0
South America,Uruguay,2005,2.16,75.5,6350.0,31.8,3320000.0
North America,United States,2005,2.06,77.7,23300.0,35.1,297000000.0
Asia,Uzbekistan,2005,2.46,64.5,757.0,21.8,26600000.0
North America,St. Vincent and the Grenadines,2005,2.17,72.6,6270.0,25.3,112000.0
South America,Venezuela,2005,2.63,75.0,6750.0,23.4,26700000.0
Asia,Vietnam,2005,1.89,72.8,1380.0,25.4,83100000.0
Oceania,Vanuatu,2005,3.85,63.8,1570.0,18.1,218000.0
Oceania,Samoa,2005,4.46,69.0,3360.0,18.9,189000.0
Asia,Yemen,2005,5.43,65.8,1720.0,15.2,21300000.0
Africa,South Africa,2005,2.68,52.1,3100.0,22.3,49000000.0
Africa,Zambia,2005,5.79,48.7,1010.0,15.0,11600000.0
Africa,Zimbabwe,2005,3.99,46.8,1760.0,17.3,12200000.0
Asia,Afghanistan,2006,6.65,58.0,1100.0,14.3,25400000.0
Africa,Angola,2006,6.42,57.0,1120.0,15.9,20200000.0
Europe,Albania,2006,1.7,76.9,2690.0,29.7,3000000.0
Asia,United Arab Emirates,2006,2.07,69.5,53600.0,27.1,4900000.0
South America,Argentina,2006,2.43,75.4,9470.0,28.0,39500000.0
Europe,Armenia,2006,1.3,73.1,2070.0,30.3,3030000.0
North America,Antigua and Barbuda,2006,2.2,75.9,15500.0,29.2,80900.0
Oceania,Australia,2006,1.89,81.5,17600.0,35.7,20500000.0
Europe,Austria,2006,1.41,80.1,18500.0,39.3,8270000.0
Europe,Azerbaijan,2006,1.82,67.7,3240.0,26.2,8760000.0
Africa,Burundi,2006,6.62,54.5,573.0,15.8,7660000.0
Europe,Belgium,2006,1.78,79.6,16700.0,39.4,10600000.0
Africa,Benin,2006,5.58,59.1,960.0,16.6,8400000.0
Africa,Burkina Faso,2006,6.19,56.0,866.0,16.0,14300000.0
Asia,Bangladesh,2006,2.52,67.8,1240.0,21.2,143000000.0
Europe,Bulgaria,2006,1.38,71.2,3790.0,40.3,7770000.0
Asia,Bahrain,2006,2.37,73.0,11600.0,27.0,971000.0
North America,Bahamas,2006,1.87,73.0,16600.0,27.5,353000.0
Europe,Bosnia and Herzegovina,2006,1.29,75.6,7140.0,35.6,4059999.9999999995
Europe,Belarus,2006,1.36,69.5,4280.0,37.2,9870000.0
North America,Belize,2006,2.98,72.6,4100.0,19.8,289000.0
South America,Bolivia,2006,3.51,69.3,3580.0,20.5,9540000.0
South America,Brazil,2006,1.93,73.1,4950.0,26.5,189000000.0
North America,Barbados,2006,1.76,75.4,12600.0,34.4,270000.0
Asia,Brunei,2006,1.82,73.2,8060.0,24.4,373000.0
Asia,Bhutan,2006,2.73,69.5,1940.0,21.5,673000.0
Africa,Botswana,2006,2.95,51.4,3280.0,20.0,1930000.0
Africa,Central African Republic,2006,5.35,45.6,815.0,15.9,4290000.0
North America,Canada,2006,1.6,80.7,19400.0,37.9,32500000.0
Europe,Switzerland,2006,1.44,81.9,22400.0,39.6,7480000.0
South America,Chile,2006,1.96,78.2,5460.0,30.2,16300000.0
Asia,China,2006,1.57,73.7,1940.0,32.3,1310000000.0
Africa,Cameroon,2006,5.31,55.4,1510.0,16.5,17800000.0
South America,Colombia,2006,2.16,76.7,3970.0,24.9,42800000.0
Africa,Comoros,2006,5.17,64.4,2760.0,16.4,605000.0
Africa,Cape Verde,2006,3.02,72.9,2870.0,19.8,499000.0
North America,Costa Rica,2006,2.03,79.1,5620.0,26.6,4380000.0
North America,Cuba,2006,1.57,78.4,10100.0,35.2,11300000.0
Europe,Cyprus,2006,1.5,78.2,10800.0,31.8,1060000.0
Europe,Czech Republic,2006,1.35,77.0,8960.0,38.0,10300000.0
Europe,Germany,2006,1.36,79.9,19300.0,41.6,81200000.0
Africa,Djibouti,2006,3.74,61.4,1750.0,19.9,847000.0
Europe,Denmark,2006,1.85,78.5,17400.0,38.8,5460000.0
North America,Dominican Republic,2006,2.72,72.7,4680.0,22.8,9280000.0
Africa,Algeria,2006,2.58,73.3,2740.0,23.5,33400000.0
South America,Ecuador,2006,2.76,73.6,3810.0,22.7,14000000.0
Africa,Egypt,2006,3.0,68.9,1780.0,21.5,80600000.0
Africa,Eritrea,2006,4.88,58.3,1740.0,17.1,2880000.0
Europe,Spain,2006,1.37,81.0,12900.0,37.9,44400000.0
Europe,Estonia,2006,1.58,73.3,7480.0,38.5,1350000.0
Africa,Ethiopia,2006,5.52,58.2,1000.0,15.5,79700000.0
Europe,Finland,2006,1.84,79.6,16500.0,40.2,5270000.0
Oceania,Fiji,2006,2.82,67.1,2690.0,22.9,883000.0
Europe,France,2006,1.96,80.8,15500.0,38.2,60900000.0
Africa,Gabon,2006,4.19,61.7,2550.0,19.2,1500000.0
Europe,United Kingdom,2006,1.8,79.5,17900.0,37.9,60800000.0
Europe,Georgia,2006,1.71,71.5,1950.0,33.8,3930000.0
Africa,Ghana,2006,4.44,60.3,1650.0,18.5,23100000.0
Africa,Guinea,2006,5.65,56.3,792.0,16.0,9330000.0
Africa,Gambia,2006,5.81,62.4,1200.0,15.9,1710000.0
Africa,Guinea-Bissau,2006,5.31,53.6,830.0,16.8,1410000.0
Africa,Equatorial Guinea,2006,5.5,62.0,5790.0,18.5,905000.0
Europe,Greece,2006,1.42,79.7,12400.0,39.1,11100000.0
North America,Grenada,2006,2.32,72.5,8780.0,25.0,111000.0
North America,Guatemala,2006,3.83,68.9,3970.0,17.7,13400000.0
South America,Guyana,2006,2.8,65.0,2550.0,22.2,758000.0
North America,Honduras,2006,3.33,71.1,2900.0,18.4,7750000.0
Europe,Croatia,2006,1.4,76.0,9880.0,39.7,4420000.0
North America,Haiti,2006,3.67,59.5,1280.0,19.4,9270000.0
Europe,Hungary,2006,1.31,73.5,6760.0,38.1,10100000.0
Asia,Indonesia,2006,2.51,68.4,1190.0,25.6,232000000.0
Asia,India,2006,2.9,65.6,1090.0,22.9,1170000000.0
Europe,Ireland,2006,1.99,79.4,18400.0,32.4,4230000.0
Asia,Iran,2006,1.81,74.0,6590.0,24.2,71300000.0
Asia,Iraq,2006,4.55,66.6,2030.0,17.5,28900000.0
Europe,Iceland,2006,2.09,81.7,20300.0,33.5,304000.0
Asia,Israel,2006,2.92,80.4,10400.0,27.9,6830000.0
Europe,Italy,2006,1.38,81.3,15800.0,41.2,58400000.0
North America,Jamaica,2006,2.33,77.5,4460.0,23.9,2690000.0
Asia,Jordan,2006,3.73,74.5,3600.0,19.6,6080000.0
Asia,Japan,2006,1.32,82.8,14500.0,42.8,128000000.0
Asia,Kazakhstan,2006,2.37,64.8,2860.0,27.8,15800000.0
Africa,Kenya,2006,4.76,57.5,1540.0,16.6,36900000.0
Asia,Kyrgyz Republic,2006,2.65,67.2,1870.0,22.0,5250000.0
Asia,Cambodia,2006,3.16,64.5,1490.0,20.4,13500000.0
Oceania,Kiribati,2006,3.9,58.0,1860.0,19.2,100000.0
Asia,South Korea,2006,1.16,79.3,12800.0,34.2,48000000.0
Asia,Kuwait,2006,2.45,78.8,23700.0,27.5,2360000.0
Asia,Lao,2006,3.52,62.3,1190.0,18.7,5950000.0
Asia,Lebanon,2006,1.68,75.1,6520.0,25.4,4720000.0
Africa,Liberia,2006,5.37,60.0,620.0,17.5,3460000.0
Africa,Libya,2006,2.46,76.9,14600.0,22.8,5970000.0
North America,St. Lucia,2006,1.63,74.6,1340.0,26.5,166000.0
Asia,Sri Lanka,2006,2.28,73.6,2480.0,28.0,19900000.0
Africa,Lesotho,2006,3.47,44.2,871.0,19.2,1980000.0
Europe,Lithuania,2006,1.35,70.9,6480.0,38.1,3320000.0
Europe,Luxembourg,2006,1.63,79.8,26300.0,37.4,472000.0
Europe,Latvia,2006,1.43,70.5,6250.0,39.1,2200000.0
Africa,Morocco,2006,2.57,71.0,2870.0,23.4,30800000.0
Europe,Moldova,2006,1.23,69.4,2900.0,32.2,3940000.0
Africa,Madagascar,2006,4.96,61.5,643.0,16.6,19400000.0
Asia,Maldives,2006,2.29,76.3,2180.0,21.0,314000.0
North America,Mexico,2006,2.46,75.3,4250.0,23.6,107000000.0
Europe,North Macedonia,2006,1.5,72.3,4530.0,33.2,2080000.0
Africa,Mali,2006,6.76,56.6,929.0,15.5,13600000.0
Europe,Malta,2006,1.38,80.3,14800.0,38.1,411000.0
Asia,Myanmar,2006,2.66,62.0,1030.0,24.5,48100000.0
Europe,Montenegro,2006,1.83,73.9,4680.0,33.9,633000.0
Asia,Mongolia,2006,2.24,63.5,2640.0,23.1,2580000.0
Africa,Mozambique,2006,5.71,52.3,664.0,16.2,20700000.0
Africa,Mauritania,2006,5.14,66.5,1850.0,16.8,3080000.0
Africa,Mauritius,2006,1.78,73.3,4020.0,29.8,1260000.0
Africa,Malawi,2006,5.83,50.1,661.0,15.8,13100000.0
Asia,Malaysia,2006,2.25,74.4,7250.0,23.7,26500000.0
Africa,Namibia,2006,3.64,55.3,2690.0,18.6,1990000.0
Africa,Niger,2006,7.59,56.7,649.0,14.7,14400000.0
Africa,Nigeria,2006,5.96,57.2,879.0,16.9,144000000.0
North America,Nicaragua,2006,2.62,74.3,2500.0,19.7,5530000.0
Europe,Netherlands,2006,1.72,80.0,18200.0,38.4,16300000.0
Europe,Norway,2006,1.9,80.5,19400.0,37.1,4660000.0
Asia,Nepal,2006,3.15,68.0,1230.0,19.3,26500000.0
Oceania,New Zealand,2006,2.09,80.0,17000.0,34.8,4179999.9999999995
Asia,Oman,2006,2.91,70.1,9840.0,21.9,2560000.0
Asia,Pakistan,2006,4.02,62.3,1360.0,18.1,178000000.0
North America,Panama,2006,2.64,78.2,5040.0,24.9,3370000.0
South America,Peru,2006,2.65,77.7,3650.0,23.5,28400000.0
Asia,Philippines,2006,3.43,70.2,2170.0,20.9,87900000.0
Oceania,Papua New Guinea,2006,4.21,62.2,1150.0,19.2,6710000.0
Europe,Poland,2006,1.32,75.3,5860.0,35.9,38500000.0
Asia,North Korea,2006,2.0,70.2,1180.0,31.7,24200000.0
Europe,Portugal,2006,1.4,79.2,10200.0,38.9,10500000.0
South America,Paraguay,2006,2.97,75.6,4010.0,20.7,5530000.0
Asia,Qatar,2006,2.43,72.1,16700.0,29.1,1020000.0
Europe,Romania,2006,1.4,72.8,2770.0,36.3,20900000.0
Asia,Russia,2006,1.3,66.5,6170.0,36.5,143000000.0
Africa,Rwanda,2006,5.02,60.2,872.0,17.0,9270000.0
Asia,Saudi Arabia,2006,3.33,71.2,10600.0,23.5,25400000.0
Africa,Sudan,2006,5.09,65.8,1450.0,17.0,30300000.0
Africa,Senegal,2006,5.13,63.7,1120.0,16.9,11300000.0
Asia,Singapore,2006,1.28,81.6,20100.0,35.6,4490000.0
Oceania,Solomon Islands,2006,4.46,56.9,1160.0,17.9,493000.0
Africa,Sierra Leone,2006,5.75,53.7,846.0,16.9,5810000.0
North America,El Salvador,2006,2.47,73.7,3370.0,21.9,6030000.0
Africa,Somalia,2006,7.23,53.8,394.0,14.9,10800000.0
Europe,Serbia,2006,1.61,72.7,4400.0,39.9,7790000.0
Africa,South Sudan,2006,5.72,59.2,1070.0,16.0,8029999.999999999
Africa,Sao Tome and Principe,2006,4.97,67.2,1080.0,17.5,166000.0
South America,Suriname,2006,2.64,71.2,3160.0,24.8,522000.0
Europe,Slovak Republic,2006,1.27,74.7,6650.0,34.8,5380000.0
Europe,Slovenia,2006,1.36,78.3,11600.0,39.1,2009999.9999999998
Europe,Sweden,2006,1.87,81.1,15700.0,39.3,9100000.0
Africa,Seychelles,2006,2.27,72.4,6370.0,27.7,87100.0
Asia,Syria,2006,3.47,74.5,2800.0,19.5,19400000.0
Africa,Chad,2006,6.99,53.9,875.0,14.7,10400000.0
Africa,Togo,2006,5.12,57.5,914.0,17.6,5870000.0
Asia,Thailand,2006,1.56,75.4,4320.0,32.7,66300000.0
Asia,Tajikistan,2006,3.49,67.6,1610.0,18.8,7060000.0
Asia,Turkmenistan,2006,2.65,66.2,1680.0,21.9,4950000.0
Asia,Timor-Leste,2006,6.69,68.4,924.0,17.2,995000.0
Oceania,Tonga,2006,4.1,72.1,3610.0,19.8,106000.0
North America,Trinidad and Tobago,2006,1.78,72.5,7680.0,28.6,1380000.0
Africa,Tunisia,2006,2.0,75.5,3120.0,26.2,10500000.0
Asia,Turkey,2006,2.24,77.0,4470.0,25.7,69600000.0
Africa,Tanzania,2006,5.62,57.3,791.0,16.4,40600000.0
Africa,Uganda,2006,6.51,55.5,1010.0,13.8,28800000.0
Europe,Ukraine,2006,1.3,68.4,3890.0,38.0,46600000.0
South America,Uruguay,2006,2.14,75.9,6280.0,32.0,3320000.0
North America,United States,2006,2.11,78.0,23500.0,35.3,300000000.0
Asia,Uzbekistan,2006,2.46,65.0,800.0,22.2,26900000.0
North America,St. Vincent and the Grenadines,2006,2.15,72.9,6740.0,25.8,111000.0
South America,Venezuela,2006,2.6,74.8,7660.0,23.7,27100000.0
Asia,Vietnam,2006,1.9,72.9,1460.0,25.9,84000000.0
Oceania,Vanuatu,2006,3.76,63.9,1660.0,18.3,223000.0
Oceania,Samoa,2006,4.46,69.2,3400.0,19.0,189000.0
Asia,Yemen,2006,5.25,66.2,1690.0,15.4,22000000.0
Africa,South Africa,2006,2.66,52.3,3280.0,22.5,49500000.0
Africa,Zambia,2006,5.72,50.0,970.0,15.1,12000000.0
Africa,Zimbabwe,2006,3.99,47.4,1680.0,17.3,12300000.0
Asia,Afghanistan,2007,6.46,58.5,1220.0,14.1,25900000.0
Africa,Angola,2007,6.37,58.0,1320.0,15.9,20900000.0
Europe,Albania,2007,1.67,77.5,2770.0,30.4,2980000.0
Asia,United Arab Emirates,2007,2.01,70.0,52200.0,26.2,5870000.0
South America,Argentina,2007,2.41,75.3,10300.0,28.2,39900000.0
Europe,Armenia,2007,1.4,73.5,1960.0,30.6,3000000.0
North America,Antigua and Barbuda,2007,2.18,75.1,13900.0,29.5,82000.0
Oceania,Australia,2007,1.92,81.5,18800.0,35.8,20800000.0
Europe,Austria,2007,1.38,80.3,19200.0,39.7,8289999.999999999
Europe,Azerbaijan,2007,1.84,68.2,3490.0,26.4,8880000.0
Africa,Burundi,2007,6.53,55.7,580.0,15.9,7940000.0
Europe,Belgium,2007,1.8,79.8,17200.0,39.5,10700000.0
Africa,Benin,2007,5.52,59.5,966.0,16.6,8650000.0
Africa,Burkina Faso,2007,6.12,56.5,868.0,16.0,14800000.0
Asia,Bangladesh,2007,2.44,68.2,1260.0,21.4,144000000.0
Europe,Bulgaria,2007,1.42,71.5,4950.0,40.5,7720000.0
Asia,Bahrain,2007,2.29,73.6,11200.0,27.4,1040000.0
North America,Bahamas,2007,1.87,73.6,16500.0,27.7,358000.0
Europe,Bosnia and Herzegovina,2007,1.29,75.3,7380.0,36.1,4010000.0
Europe,Belarus,2007,1.4,70.4,4920.0,37.5,9830000.0
North America,Belize,2007,2.89,73.1,4180.0,20.1,297000.0
South America,Bolivia,2007,3.43,69.6,3590.0,20.6,9710000.0
South America,Brazil,2007,1.88,73.3,5110.0,26.9,191000000.0
North America,Barbados,2007,1.77,75.5,12100.0,34.7,271000.0
Asia,Brunei,2007,1.81,73.5,8120.0,24.9,379000.0
Asia,Bhutan,2007,2.64,69.9,2160.0,21.8,682000.0
Africa,Botswana,2007,2.92,53.4,3350.0,20.3,1970000.0
Africa,Central African Republic,2007,5.32,46.1,849.0,15.8,4380000.0
North America,Canada,2007,1.62,80.9,20000.0,38.1,32900000.0
Europe,Switzerland,2007,1.46,82.2,23100.0,39.9,7540000.0
South America,Chile,2007,1.95,78.4,5550.0,30.6,16500000.0
Asia,China,2007,1.58,74.2,2080.0,32.8,1320000000.0
Africa,Cameroon,2007,5.27,55.9,1490.0,16.5,18300000.0
South America,Colombia,2007,2.12,77.3,4090.0,25.3,43300000.0
Africa,Comoros,2007,5.11,64.5,2660.0,16.7,617000.0
Africa,Cape Verde,2007,2.93,73.2,2920.0,20.3,505000.0
North America,Costa Rica,2007,2.01,80.3,6420.0,26.9,4440000.0
North America,Cuba,2007,1.58,78.5,10200.0,35.8,11300000.0
Europe,Cyprus,2007,1.48,78.3,10800.0,32.0,1070000.0
Europe,Czech Republic,2007,1.39,77.2,9420.0,38.1,10300000.0
Europe,Germany,2007,1.36,80.0,19600.0,42.0,81200000.0
Africa,Djibouti,2007,3.62,62.1,1790.0,20.2,865000.0
Europe,Denmark,2007,1.85,78.7,17800.0,39.0,5480000.0
North America,Dominican Republic,2007,2.69,72.9,4360.0,23.1,9400000.0
Africa,Algeria,2007,2.66,73.6,2780.0,23.9,34000000.0
South America,Ecuador,2007,2.74,73.7,3920.0,22.9,14300000.0
Africa,Egypt,2007,3.02,69.2,1790.0,21.7,82200000.0
Africa,Eritrea,2007,4.82,58.7,1590.0,17.1,2930000.0
Europe,Spain,2007,1.38,81.2,13300.0,38.1,45200000.0
Europe,Estonia,2007,1.62,73.3,8420.0,38.7,1340000.0
Africa,Ethiopia,2007,5.36,59.5,1020.0,15.6,82000000.0
Europe,Finland,2007,1.83,79.7,17100.0,40.4,5290000.0
Oceania,Fiji,2007,2.77,67.1,2740.0,23.3,891000.0
Europe,France,2007,1.97,81.1,18800.0,38.4,61300000.0
Africa,Gabon,2007,4.16,62.0,2380.0,19.5,1550000.0
Europe,United Kingdom,2007,1.84,79.8,18700.0,38.0,61300000.0
Europe,Georgia,2007,1.77,72.0,1860.0,34.0,3910000.0
Africa,Ghana,2007,4.39,60.5,1720.0,18.7,23700000.0
Africa,Guinea,2007,5.58,56.5,792.0,16.0,9550000.0
Africa,Gambia,2007,5.79,62.6,1180.0,15.9,1760000.0
Africa,Guinea-Bissau,2007,5.24,54.3,830.0,16.8,1450000.0
Africa,Equatorial Guinea,2007,5.43,62.5,6070.0,18.7,949000.0
Europe,Greece,2007,1.44,79.6,12800.0,39.5,11100000.0
North America,Grenada,2007,2.3,72.6,9290.0,25.4,112000.0
North America,Guatemala,2007,3.7,69.5,3790.0,17.9,13700000.0
South America,Guyana,2007,2.76,65.2,2690.0,22.4,757000.0
North America,Honduras,2007,3.2,71.2,3260.0,18.7,7920000.0
Europe,Croatia,2007,1.41,75.9,9860.0,40.0,4410000.0
North America,Haiti,2007,3.58,60.0,1300.0,19.7,9420000.0
Europe,Hungary,2007,1.32,73.6,6750.0,38.2,10000000.0
Asia,Indonesia,2007,2.51,68.7,1350.0,25.8,235000000.0
Asia,India,2007,2.82,65.8,1110.0,23.1,1190000000.0
Europe,Ireland,2007,1.99,79.7,18300.0,32.3,4360000.0
Asia,Iran,2007,1.79,74.4,6510.0,24.7,72300000.0
Asia,Iraq,2007,4.55,67.2,2050.0,17.6,28700000.0
Europe,Iceland,2007,2.1,81.9,21400.0,33.6,312000.0
Asia,Israel,2007,2.93,80.8,10800.0,28.1,6950000.0
Europe,Italy,2007,1.4,81.5,15900.0,41.5,58800000.0
North America,Jamaica,2007,2.29,76.3,4570.0,24.2,2700000.0
Asia,Jordan,2007,3.71,75.5,3580.0,19.8,6470000.0
Asia,Japan,2007,1.33,82.9,14700.0,43.1,128000000.0
Asia,Kazakhstan,2007,2.47,65.3,2990.0,27.9,16000000.0
Africa,Kenya,2007,4.68,58.5,1590.0,16.7,38000000.0
Asia,Kyrgyz Republic,2007,2.73,67.6,1780.0,22.1,5290000.0
Asia,Cambodia,2007,3.09,65.2,1530.0,20.8,13700000.0
Oceania,Kiribati,2007,3.88,58.2,1790.0,19.5,102000.0
Asia,South Korea,2007,1.16,79.8,13000.0,34.8,48200000.0
Asia,Kuwait,2007,2.4,79.0,23900.0,27.7,2510000.0
Asia,Lao,2007,3.42,62.9,1220.0,19.1,6040000.0
Asia,Lebanon,2007,1.63,75.5,7080.0,25.8,4810000.0
Africa,Liberia,2007,5.28,60.6,653.0,17.4,3630000.0
Africa,Libya,2007,2.44,76.0,15300.0,23.2,6100000.0
North America,St. Lucia,2007,1.6,75.0,1420.0,27.1,168000.0
